time,load@tsung_controller@ip-172-31-21-240 
0,0.0 
10,0.078125 
20,0.0703125 
30,0.05859375 
40,0.05078125 
50,0.0390625 
60,0.03125 
70,0.03125 
80,0.01953125 
90,0.01953125 
100,0.01953125 
110,0.01171875 
120,0.01171875 
130,0.01171875 
140,0.01171875 
150,0.0 
160,0.0 
170,0.0 
180,0.0 
190,0.078125 
200,0.05859375 
210,0.05078125 
220,0.0390625 
230,0.0390625 
240,0.03125 
250,0.03125 
260,0.1015625 
270,0.08984375 
280,0.0703125 
290,0.21875 
300,0.19140625 
310,0.23046875 
320,0.19921875 
330,0.16015625 
340,0.140625 
350,0.12109375 
360,0.1015625 
370,0.23828125 
380,0.2890625 
390,0.48046875 
400,0.3984375 
410,0.421875 
420,0.359375 
430,0.30078125 
440,0.25 
450,0.2109375 
460,0.1796875 
470,0.1484375 
480,0.12890625 
490,0.1796875 
500,0.23046875 
510,0.19921875 
520,0.23828125 
530,0.3515625 
540,0.4609375 
550,0.4609375 
560,0.4609375 
570,0.46875 
580,0.3984375 
590,0.33984375 
600,0.2890625 
610,0.23828125 
620,0.3515625 
630,0.37890625 
640,0.3203125 
650,0.33984375 
660,0.2890625 
670,0.25 
680,0.2109375 
